CustomerID,InternalObligorID,OriginalInternalObligorID,ObligorName,InternalCreditFacilityID,OriginalInternalCreditFacilityID,City,Country,ZipCodeForeignMailingCode,IndustryCode,IndustryCodeType,EntityIndustryCode,StockExchange,TKR,CUSIP,ObligorLEI,PSRLEI,OriginationDate,MaturityDate,CurrentMaturityDate,FacilityType,CreditFacilityPurpose,CommittedExposure,UtilizedExposureGlobal,NetSalesCurrent,NetSalesPriorYear,OperatingIncome,RetainedEarnings,ProbabilityOfDefault,LGD,EAD,ASC32620,GuarantorFlag,GuarantorName,GuarantorTIN,GuarantorInternalID,GuarantorInternalRiskRating,CollateralMarketValue,SecurityType,ParticipationFlag,ParticipationInterest,InternalRating,TIN,OtherFacilityType,OtherFacilityPurpose,LineReportedOnFRY9C,LineOfBusiness,CumulativeChargeoffs,PastDue,NonAccrualDate,LienPosition,InterestRateVariability,InterestRate,InterestRateIndex,InterestRateSpread,InterestRateCeiling,InterestRateFloor,TaxStatus,EntityInternalID,EntityName,EntityInternalRiskRating,DateFinancials,DateLastAudit,DepreciationAmortization,InterestExpense,NetIncomeCurrent,NetIncomePriorYear,CashMarketableSecurities,AccountsReceivableCurrent,AccountsReceivablePriorYear,InventoryCurrent,InventoryPriorYear,CurrentAssetsCurrent,CurrentAssetsPriorYear,TangibleAssets,FixedAssets,TotalAssetsCurrent,TotalAssetsPriorYear,AccountsPayableCurrent,AccountsPayablePriorYear,ShortTermDebt,CurrentMaturitiesLongTermDebt,CurrentLiabilitiesCurrent,CurrentLiabilitiesPriorYear,LongTermDebt,MinorityInterest,TotalLiabilities,CapitalExpenditures,SNCInternalCreditID,LOCOM,CommittedExposureGlobalParValue,UtilizedExposureGlobalParValue,CommittedExposureGlobalFairValue,UtilizedExposureGlobalFairValue,SpecialPurposeEntityFlag,RenewalDate,CreditFacilityCurrency,PrepaymentPenaltyFlag,LeveragedLoanFlag,DispositionFlag,DispositionScheduleShift,SyndicatedLoanFlag,TargetHold,PCDNoncreditDiscount
CUST-53960721,IOB-53960721,IOB-53960721,Williams LLC,FAC-53960721,FAC-53960721,Torresborough,GB,73547,488510,1,488510,NYSE,DQGN,NA,549300AYGDQYNNMNRJOB,549300AYGDQYNNMNRJOB,2023-10-03,2025-10-02,2025-10-02,6,1,$10.37M,$7.82M,151875430,168632077,27746283,15313602,0.1116,0.0472,8874408,54605,4,,,NA,NA,$17.21M,0,1,1.0,BBB,NA,NA,NA,1,Small Business,0,0,9999-12-31,1,2,0.0284,1,0.0378,0.0784,NONE,1,ENT-53960721,Williams LLC,BBB,2024-08-29,2023-06-30,5005698,562406,27183877,28857115,14398563,19919818,22686429,24896366,21488706,59214747,50494733,138208276,64195019,261618042,264651001,14146810,12648271,37683194,7077519,58907523,55698132,94903385,NA,153810908,8083104,NA,3,NA,NA,NA,NA,2,2025-02-02,USD,1,1,0,NA,2,0.8702,0
CUST-24866280,IOB-24866280,IOB-24866280,Scott Group,FAC-24866280,FAC-24866280,Stephenmouth,US,93083,541511,1,541511,NYSE,HKXS,NA,549300NPHAMQRFYAGNHO,549300NPHAMQRFYAGNHO,2024-06-17,2028-06-16,2028-06-16,6,1,$17.19M,$6.40M,137812031,149389319,31533020,45930519,0.25,0.2517,15904289,1081921,4,,,NA,NA,$27.74M,0,4,0.5481,CCC,698305973,NA,NA,8,Commercial Real Estate,0,0,9999-12-31,1,2,0.0627,2,0.0361,0.1127,0.0427,1,ENT-24866280,Scott Group,CCC,2024-10-05,2023-04-27,3261417,890828,30642192,34717702,9121153,22654560,24784715,33144717,30922639,64920430,57689601,96349910,86971609,248241949,279425724,17551863,19761403,35005276,15408313,67965452,58215097,73485551,NA,141451003,11499754,NA,3,17193827,6401487,16051523,6287138,1,2025-02-18,USD,2,1,0,NA,2,0.7832,0
CUST-20764130,IOB-20764130,IOB-20764130,"Phelps, Smith and Williams",FAC-20764130,FAC-20764130,New Thomas,US,45860,541511,1,541511,NYSE,NQWU,NA,549300KWTIWYACXXKIDU,549300KWTIWYACXXKIDU,2025-02-20,2026-02-20,2026-02-20,6,11,$14.33M,$6.19M,95536379,86165400,17090469,21572735,0.25,0.1565,13252987,560565,4,,,NA,NA,$34.99M,0,1,1.0,AA,NA,NA,NA,5,Middle Market,0,0,9999-12-31,1,1,0.0314,5,NA,0.0814,NONE,1,ENT-20764130,"Phelps, Smith and Williams",AA,2024-05-25,2024-01-23,2920677,512374,16578095,16891007,11874301,15601500,16069622,21396431,18551437,48872232,52265264,67741226,60068393,176681851,163022841,13286943,13209450,21838493,12925101,48050537,53749070,66189976,NA,114240513,11139877,NA,3,NA,NA,NA,NA,1,2024-05-03,USD,1,1,0,NA,2,0.7758,0
CUST-47876041,IOB-47876041,IOB-47876041,Becker Ltd,FAC-47876041,FAC-47876041,West Samantha,US,87650,488510,1,488510,NYSE,PJQN,NA,549300QSVVTRDMFZUYSZ,549300QSVVTRDMFZUYSZ,2021-06-24,2024-06-23,2024-06-23,6,11,$13.53M,$6.68M,69483332,75676486,13840440,11865540,0.25,0.1494,12515391,505351,4,,,NA,NA,$32.39M,1,1,1.0,B,NA,NA,NA,1,Middle Market,0,0,9999-12-31,1,2,0.054,2,0.0175,0.104,0.034,1,ENT-47876041,Becker Ltd,B,2024-06-18,2023-11-10,2274279,615898,13224542,12115146,8785649,13435076,12720397,13854390,12308967,36075115,40726637,50550404,33207048,119832567,119057082,8235496,7624842,7888550,3841353,19965399,17642370,52040791,6594276,72006190,5414133,NA,3,NA,NA,NA,NA,1,2025-02-28,USD,1,2,0,NA,2,0.6229,0
CUST-51948384,IOB-51948384,IOB-51948384,"Sanders, Perry and Taylor",FAC-51948384,FAC-51948384,North Angela,US,72598,541511,1,541511,NYSE,GLLV,NA,549300KAYCYLGFKXDUUC,549300KAYCYLGFKXDUUC,2024-08-18,2026-08-18,2026-08-18,7,1,$18.86M,$12.97M,184927343,160653627,54132434,73182974,0.25,0.1323,17441624,623655,4,,,NA,NA,$45.21M,1,1,1.0,AA,830206686,NA,NA,9,Middle Market,0,0,9999-12-31,2,1,0.0609,5,NA,0.1109,0.0409,1,ENT-51948384,"Sanders, Perry and Taylor",AA,2024-11-16,2024-01-26,8522906,611982,53520452,56254255,17933791,26601008,29473910,28168626,26067090,72703425,64445846,113570616,94363023,280637064,321762428,18117115,19006878,22868074,20752863,61738052,70711334,95558432,36895645,157296484,14990076,NA,3,NA,NA,NA,NA,1,2024-09-03,USD,3,1,0,NA,1,0.3873,0
CUST-12081044,IOB-12081044,IOB-12081044,"Schmidt, Waters and Howard",FAC-12081044,FAC-12081044,Bryanberg,GB,98375,541511,1,541511,NASDAQ,EAAD,NA,549300AJNNMVCSQPZAFR,549300AJNNMVCSQPZAFR,2022-05-04,2025-05-03,2025-05-03,6,1,$6.86M,$3.27M,37974723,38211392,10347784,13983759,0.25,0.1648,6341104,282436,4,,,NA,NA,$19.37M,0,1,1.0,B,NA,NA,NA,5,Commercial Real Estate,0,0,9999-12-31,1,2,0.0539,7,0.0355,0.1039,NONE,1,ENT-12081044,"Schmidt, Waters and Howard",B,2025-03-12,2023-05-28,1788672,319445,10028339,11379242,2284146,6540469,7177087,8364514,8077406,17189129,16598580,31694729,21221764,70105622,78164606,4139980,4312812,4816068,3980479,12936527,13773188,17703982,1063140,30640509,3439100,NA,2,NA,NA,NA,NA,1,2024-10-11,USD,3,2,0,NA,4,0.1779,0
CUST-81942765,IOB-81942765,IOB-81942765,Garrett-Todd,FAC-81942765,FAC-81942765,Fordton,US,23397,522110,1,522110,NYSE,HRRT,NA,549300DBKIODQUDSCDIT,549300DBKIODQUDSCDIT,2022-11-16,2026-11-15,2026-11-15,6,11,$16.30M,$8.08M,169395422,174052915,39772839,45442616,0.25,0.1067,15077612,434805,1,Brown-Montgomery,051651418,GUAR-76177952,CCC,$38.13M,1,1,1.0,BB,846162069,NA,NA,9,Middle Market,0,0,9999-12-31,1,2,0.0263,2,0.0249,0.0763,NONE,1,ENT-81942765,Garrett-Todd,BB,2024-08-16,2023-07-03,5265605,602828,39170011,36460671,10055443,24163625,22244674,33004437,35897588,67223505,66181117,166320005,77775326,311318836,344032062,16297819,18419469,24635106,21959645,62892570,54630710,110433174,NA,173325744,12989821,NA,3,NA,NA,NA,NA,2,2024-06-17,USD,1,2,0,NA,1,0.6917,0
CUST-87815417,IOB-87815417,IOB-87815417,"Dixon, White and Long",FAC-87815417,FAC-87815417,North Codyborough,CA,26842,541511,1,541511,,NA,NA,549300YUJHUCFNVRBHMV,549300YUJHUCFNVRBHMV,2022-06-23,2024-06-22,2024-06-22,6,11,$14.28M,$10.40M,143895718,151191173,23978851,24430801,0.25,0.1474,13210828,526290,4,,,NA,NA,$25.63M,0,1,1.0,CCC,481550330,NA,NA,4,Small Business,0,0,9999-12-31,1,2,0.0753,7,0.0187,0.1253,NONE,1,ENT-87815417,"Dixon, White and Long",CCC,2025-02-28,2023-12-30,2876743,551297,23427554,25262105,14050045,16728966,14453667,24892753,28220436,55671764,61439081,111673075,85301106,252645945,282915415,13005158,14490738,28544280,9211011,50760449,54200895,87856585,NA,138617034,9871307,NA,3,NA,NA,NA,NA,1,2025-01-21,USD,2,1,0,NA,0,NA,0
CUST-99669087,IOB-99669087,IOB-99669087,Mccarty-Randolph,FAC-99669087,FAC-99669087,East Jessicaview,DE,16793,488510,1,488510,NYSE,ZCDL,NA,549300YIZWFRJLXHJWTT,549300YIZWFRJLXHJWTT,2022-10-31,2024-10-30,2024-10-30,8,1,$10.64M,$4.13M,66978640,69682411,13341692,10340468,0.25,0.1012,9837861,269078,4,,,NA,NA,$19.17M,0,1,1.0,CCC,194350450,NA,NA,7,Middle Market,0,0,9999-12-31,1,2,0.0594,1,0.0337,0.1094,0.0394,1,ENT-99669087,Mccarty-Randolph,CCC,2024-09-17,2023-07-28,2020730,468194,12873498,14525498,8501803,12266748,10916540,15350477,15041834,36119028,30954064,41797038,44953596,122869662,118151925,10554735,11296542,6988283,8199967,25742985,23367055,38113058,NA,63856043,8418540,NA,3,NA,NA,NA,NA,1,2024-12-29,USD,1,1,0,NA,3,0.5922,0
CUST-79291044,IOB-79291044,IOB-79291044,"Castro, Patel and Cooper",FAC-79291044,FAC-79291044,South Christina,US,27754,522110,1,522110,NYSE,WQIZ,008592,549300QMAXKYHHJJXVZK,549300QMAXKYHHJJXVZK,2020-10-02,2023-10-02,2023-10-02,7,11,$20.12M,$11.57M,199121858,214374801,45577806,37540528,0.0235,0.0743,16333489,35203,4,,,NA,NA,$35.38M,0,1,1.0,AAA,315386027,NA,NA,2,Middle Market,0,0,9999-12-31,1,2,0.0304,1,0.0391,0.0804,0.0104,1,ENT-79291044,"Castro, Patel and Cooper",AAA,2025-03-07,2024-02-12,7229284,689759,44888047,42162727,22372643,34372927,29621046,40440529,41232928,97186099,84906479,159352287,136505383,393043769,340363399,28463544,29116154,53094935,13175397,94733876,104205568,87180406,NA,181914282,16373613,NA,1,NA,NA,NA,NA,1,2024-11-27,USD,2,1,0,NA,2,0.229,0
CUST-11065090,IOB-11065090,IOB-11065090,"Hobbs, Anthony and Welch",FAC-11065090,FAC-11065090,Clarkborough,US,74645,522110,1,522110,NYSE,PQLH,NA,549300NZBQWQGOFFUOTQ,549300NZBQWQGOFFUOTQ,2022-06-21,2024-06-20,2024-06-20,6,1,$13.64M,$9.03M,199259562,222285560,33144079,25387714,0.1368,0.0108,11847154,20151,4,,,NA,NA,$33.02M,0,4,0.7673,BBB,870804459,NA,NA,5,Middle Market,0,0,9999-12-31,2,2,0.0451,7,0.0396,NONE,NONE,1,ENT-11065090,"Hobbs, Anthony and Welch",BBB,2024-04-14,2023-09-09,5500663,567415,32576664,37459632,13855698,20083878,18216856,47560116,42497089,81499692,80985627,152973652,132764679,367238023,318167192,16019404,15321366,56830403,28268252,101118059,98069539,158841102,NA,259959161,23746718,NA,2,NA,NA,NA,NA,1,2025-03-21,USD,2,1,0,NA,0,NA,0
CUST-71935770,IOB-71935770,IOB-71935770,Berry-Brown,FAC-71935770,FAC-71935770,East Marcstad,US,53826,522110,1,522110,NYSE,AVBE,NA,549300QYNTGJREXOLNJA,549300QYNTGJREXOLNJA,2021-08-29,2023-08-29,2023-08-29,7,1,$14.11M,$4.24M,122120915,137474050,28904177,35479935,0.25,0.1916,13047690,675658,4,,,NA,NA,$26.14M,1,1,1.0,BB,897815277,NA,NA,3,Corporate Banking,118345,0,9999-12-31,1,2,0.0311,1,0.0328,0.0811,0.0111,1,ENT-71935770,Berry-Brown,BB,2024-11-19,2023-08-23,4237276,652871,28251306,30866301,13588089,20113902,22958644,25870039,24940931,59572030,62991333,105486063,49524800,214582893,212479720,16551148,16546388,31253700,11492316,59297164,67895044,63155641,NA,122452805,7082104,NA,3,NA,NA,NA,NA,1,2024-10-12,USD,2,1,0,NA,2,0.5559,0
CUST-60880654,IOB-60880654,IOB-60880654,"Mcmahon, Pearson and Marshall",FAC-60880654,FAC-60880654,Lake Loriland,US,91700,541511,1,541511,NYSE,NSXP,NA,549300DSKQFIISLEQSHE,549300DSKQFIISLEQSHE,2020-12-20,2021-12-20,2021-12-20,7,11,$23.56M,$10.95M,312619416,281139997,46932729,68164691,0.25,0.1796,21794739,1057928,4,,,NA,NA,$31.41M,1,1,1.0,A,856992932,NA,NA,5,Middle Market,0,0,9999-12-31,1,2,0.0224,2,0.0189,NONE,0.0024,1,ENT-60880654,"Mcmahon, Pearson and Marshall",A,2025-02-23,2023-04-07,5120546,1114902,45817827,40969216,23517463,45617777,40271558,77956245,70130285,147091485,159505092,291341144,249403264,687835893,673113429,39332940,44731851,42071954,30490500,111895394,97125565,202667917,NA,314563311,30031302,NA,3,NA,NA,NA,NA,1,2024-04-24,USD,2,2,0,NA,1,0.3261,0
CUST-8969802,IOB-8969802,IOB-8969802,Benjamin-Benson,FAC-8969802,FAC-8969802,Sandershaven,US,33680,541511,1,541511,NYSE,BXYT,NA,549300VDYFOQONWQDXTF,549300VDYFOQONWQDXTF,2023-05-24,2024-05-23,2024-05-23,8,1,$16.92M,$6.36M,104787999,120320796,18550404,25910496,0.25,0.224,15650881,947512,4,,,NA,NA,$27.33M,0,5,0.1396,A,NA,NA,NA,8,Middle Market,0,0,9999-12-31,1,2,0.0379,2,0.0316,NONE,NONE,1,ENT-8969802,Benjamin-Benson,A,2024-07-27,2023-12-23,3049244,673212,17877192,18758367,13258961,16687337,15383205,15720770,17149076,45667068,50087186,92113031,45125104,182905203,187581482,14122596,13655145,14628420,11580674,40331690,44279839,43963593,NA,84295283,7414838,SNC-8969802,3,NA,NA,NA,NA,1,2025-02-21,USD,3,1,0,NA,0,NA,0
CUST-84460827,IOB-84460827,IOB-84460827,Wilson-Cameron,FAC-84460827,FAC-84460827,East Katie,US,84275,488510,1,488510,NYSE,JMMF,326318,549300SAYPIHTHVKSZTJ,549300SAYPIHTHVKSZTJ,2023-01-24,2024-01-24,2024-01-24,7,11,$13.15M,$6.00M,126615039,142174427,27094405,30612455,0.1386,0.0621,11429767,113158,4,,,NA,NA,$29.63M,0,1,1.0,A,NA,NA,NA,3,Middle Market,0,0,9999-12-31,1,2,0.0534,2,0.0346,NONE,0.0334,1,ENT-84460827,Wilson-Cameron,A,2025-01-01,2023-11-21,4223560,463826,26630579,29989491,15212279,23535897,21473184,19849241,18879859,58597417,58890733,116605861,70789274,245992552,229015990,16751993,17775241,21175557,19941852,57869402,52226772,88787333,NA,146656735,8728994,NA,3,NA,NA,NA,NA,1,2024-07-24,USD,2,1,0,NA,1,0.24,0
CUST-23050606,IOB-23050606,IOB-23050606,"Vasquez, Beard and Smith",FAC-23050606,FAC-23050606,Johnsonville,US,34871,522110,1,522110,NYSE,PXKY,NA,549300BHPECLEGEXMCNJ,549300BHPECLEGEXMCNJ,2024-11-05,2025-11-05,2025-11-05,7,11,$9.21M,$3.92M,67499456,73796520,15205806,18224589,0.2434,0.0955,8487513,214041,3,"George, Brown and Lopez",432229338,GUAR-53176140,BBB,$16.69M,0,1,1.0,BBB,672874576,NA,NA,5,Middle Market,0,0,9999-12-31,2,2,0.0779,1,0.0326,0.1279,NONE,2,ENT-23050606,"Vasquez, Beard and Smith",BBB,2024-10-31,2024-01-09,2302138,544193,14661613,14942569,8730268,11758561,12325877,10222528,8926605,30711357,31462104,65117574,43230477,139059408,128045735,8184728,8487137,14810116,10441109,33435953,33727694,36585107,NA,70021060,7721974,NA,3,NA,NA,NA,NA,1,2024-10-19,USD,2,2,0,NA,1,0.7149,0
CUST-31503817,IOB-31503817,IOB-31503817,Oliver Ltd,FAC-31503817,FAC-31503817,Port Thomasborough,US,92802,488510,1,488510,NASDAQ,LXAL,NA,549300CFBXKOIFZOUTKF,549300CFBXKOIFZOUTKF,2021-01-20,2025-01-19,2025-01-19,6,11,$13.66M,$10.10M,108408692,103009426,16702525,24576164,0.25,0.1657,12636823,565924,4,,,NA,NA,$32.86M,0,1,1.0,AA,051035291,NA,NA,11,Corporate Banking,0,0,9999-12-31,2,2,0.075,1,0.0339,NONE,NONE,1,ENT-31503817,Oliver Ltd,AA,2025-02-15,2024-01-28,3181583,656650,16045875,13890786,9720419,11645555,12513863,16949758,15351723,38315732,37361192,85107257,60989936,184412925,182387885,9479152,9107385,22717051,8282891,40479094,38701586,69979934,NA,110459028,10508787,NA,3,NA,NA,NA,NA,1,2025-03-05,USD,1,2,0,NA,0,NA,0
CUST-29514580,IOB-29514580,IOB-29514580,Taylor-Colon,FAC-29514580,FAC-29514580,Gutierrezburgh,US,90039,488510,1,488510,NYSE,WEOR,NA,549300AWHLONBHMXWYVZ,549300AWHLONBHMXWYVZ,2021-10-01,2025-09-30,2025-09-30,7,12,$13.10M,$7.92M,72917480,67246419,19412702,12100209,0.25,0.1675,12122021,548767,1,Copeland Inc,023189443,GUAR-94895295,AA,$32.90M,1,4,0.2966,AA,678789125,NA,NA,7,Commercial Real Estate,424230,0,9999-12-31,1,1,0.05,5,NA,0.1,0.03,1,ENT-29514580,Taylor-Colon,AA,2024-07-23,2023-10-17,1975162,517967,18894735,21385981,4624962,12588225,13567505,16281257,18671108,33494444,32582137,63648017,34815329,131957790,127987572,9409297,8604315,20516218,9183500,39109015,36571908,33103265,NA,72212280,5650477,NA,2,NA,NA,NA,NA,1,2024-11-04,USD,1,2,0,NA,0,NA,0
CUST-41342283,IOB-41342283,IOB-41342283,Wade-Burch,FAC-41342283,FAC-41342283,New Johnberg,US,79528,488510,1,488510,NYSE,IEXO,NA,549300NHDXOGSJJXQKAH,549300NHDXOGSJJXQKAH,2024-11-08,2027-11-08,2027-11-08,6,11,$20.05M,$7.88M,111323057,111656988,17894763,15461395,0.25,0.2057,18546230,1031070,2,"Payne, Anthony and Krueger",837223825,GUAR-82748696,B,$29.39M,0,1,1.0,B,329235024,NA,NA,6,Middle Market,0,0,9999-12-31,2,2,0.0466,2,0.0392,NONE,NONE,1,ENT-41342283,Wade-Burch,B,2025-01-20,2024-01-08,2030320,962958,16931805,16897160,9736979,12083216,12938560,16763652,16550728,38583847,40118388,85973052,50149210,174706109,189289695,8424215,7501145,23383760,4709030,36517005,34589604,77954744,13174581,114471749,6106225,NA,3,NA,NA,NA,NA,1,2024-10-15,USD,2,2,0,NA,4,0.3895,0
CUST-9371843,IOB-9371843,IOB-9371843,"Suarez, Lopez and Hill",FAC-9371843,FAC-9371843,North Danastad,US,95029,488510,1,488510,NYSE,RVHT,NA,549300KUTKFVQNUGVJDV,549300KUTKFVQNUGVJDV,2023-07-11,2024-07-10,2024-07-10,8,11,$16.78M,$7.13M,153143217,156270822,36397002,20711063,0.1634,0.0975,14798051,267431,4,,,NA,NA,$33.84M,0,4,0.8,AA,NA,NA,NA,11,Commercial Real Estate,0,0,9999-12-31,3,1,0.0603,5,NA,0.1103,NONE,2,ENT-9371843,"Suarez, Lopez and Hill",AA,2024-09-09,2023-09-30,5260721,842984,35554018,39637017,9649876,28420978,30333473,35829269,35773759,73900123,63557464,132959911,84200127,291060161,282539302,20814917,20770641,35588469,19481820,75885206,82187676,102398059,3741264,178283265,15466028,NA,3,NA,NA,NA,NA,1,2025-03-05,USD,1,1,0,NA,2,0.253,0
CUST-73495886,IOB-73495886,IOB-73495886,West LLC,FAC-73495886,FAC-73495886,North Mariaside,US,68716,522110,1,522110,NYSE,LIKT,NA,549300NZUCNKHYJNHPZM,549300NZUCNKHYJNHPZM,2023-08-23,2024-08-22,2024-08-22,6,11,$17.27M,$11.85M,232033587,235882926,50906894,52356590,0.2345,0.1553,15836404,628771,4,,,NA,NA,$50.36M,6,1,1.0,BBB,NA,NA,NA,8,Commercial Real Estate,0,0,9999-12-31,1,1,0.0288,5,NA,NONE,NONE,1,ENT-73495886,West LLC,BBB,2024-12-23,2023-09-17,7630852,646434,50260460,46858402,30672572,46103300,45603503,42271199,47742548,119047071,119063086,207006776,131214068,457267915,416463417,36719689,38535580,44558980,16797829,98076498,107839429,118366655,NA,216443153,18159838,NA,3,NA,NA,NA,NA,1,2025-03-14,USD,2,1,0,NA,2,0.5395,0
CUST-56724103,IOB-56724103,IOB-56724103,Chapman-Rich,FAC-56724103,FAC-56724103,Port Reneeborough,GB,93090,522110,1,522110,,NA,NA,549300AUTZPNGLAOAPFK,549300AUTZPNGLAOAPFK,2020-07-20,2024-07-19,2024-07-19,7,11,$14.92M,$12.68M,215699175,198364012,37013492,45319430,0.0915,0.0513,12618786,70044,1,"Burnett, Obrien and Mills",800890979,GUAR-99419833,BB,$26.11M,1,4,0.9431,A,764961402,NA,NA,11,Middle Market,0,0,9999-12-31,1,2,0.0771,1,0.0337,0.1271,0.0571,1,ENT-56724103,Chapman-Rich,A,2024-12-10,2024-02-26,6011662,839148,36174344,34033898,13632698,39246906,37863663,46398716,49701996,99278320,94117152,173004836,163493634,435776790,485428313,32371127,34922679,60295876,27687121,120354124,114562154,96700760,NA,217054884,17777372,NA,3,14920114,12676357,16263437,13122278,1,2024-07-04,USD,1,1,0,NA,4,0.9603,0
CUST-68215953,IOB-68215953,IOB-68215953,Thomas-Lyons,FAC-68215953,FAC-68215953,Patrickview,US,87313,541511,1,541511,NYSE,EBSG,NA,549300JCIFYLHOUPZZQO,549300JCIFYLHOUPZZQO,2020-06-19,2021-06-19,2021-06-19,6,1,$11.02M,$9.31M,113150056,115396352,19963621,19936870,0.1311,0.098,9540177,141649,4,,,NA,NA,$24.59M,0,1,1.0,AAA,088410735,NA,NA,2,Small Business,0,0,9999-12-31,1,4,0.0296,2,0.0298,NONE,NONE,1,ENT-68215953,Thomas-Lyons,AAA,2024-09-11,2024-03-15,3348223,436573,19527048,21520511,9864306,11799699,12840412,24261897,26459708,45925902,43843940,68687977,48598081,163211960,144204333,9929969,9338444,33897460,14823405,58650834,60430680,89778659,NA,148429493,5664667,NA,3,NA,NA,NA,NA,1,2024-06-14,USD,1,1,0,NA,4,0.9503,0
CUST-90644188,IOB-90644188,IOB-90644188,"King, Miller and Mccormick",FAC-90644188,FAC-90644188,Lake Erinchester,US,05702,541511,1,541511,NASDAQ,SPXK,NA,549300TNGNKMIEQWNBAM,549300TNGNKMIEQWNBAM,2022-06-20,2023-06-20,2023-06-20,7,1,$12.98M,$4.63M,104190209,110921529,25905570,17823476,0.25,0.2079,12006037,674609,4,,,NA,NA,$38.43M,0,1,1.0,AA,810620454,NA,NA,3,Commercial Real Estate,0,0,9999-12-31,1,2,0.0331,7,0.0234,0.0831,0.0131,1,ENT-90644188,"King, Miller and Mccormick",AA,2024-10-15,2024-01-14,4095019,700837,25204733,25422829,11577141,15797500,17600586,18082384,16802116,45457025,40383495,96666290,58837348,200960663,191790462,14129356,15938493,30673341,5946747,50749444,56706187,55375412,NA,106124856,8186030,NA,3,NA,NA,NA,NA,1,2024-06-17,USD,3,1,0,NA,2,0.7516,0
CUST-17356498,IOB-17356498,IOB-17356498,"Lopez, Lowery and Randolph",FAC-17356498,FAC-17356498,Danashire,US,86376,541511,1,541511,NYSE,BZED,NA,549300QKTMSPDKJPJQUQ,549300QKTMSPDKJPJQUQ,2021-05-14,2023-05-14,2023-05-14,6,11,$21.36M,$10.14M,233319774,252100386,69301529,97789173,0.25,0.1236,19758529,660041,1,"Landry, Wood and Poole",486910519,GUAR-47790305,BBB,$39.47M,1,1,1.0,B,685453989,NA,NA,6,Commercial Real Estate,0,0,9999-12-31,1,2,0.0329,7,0.0158,NONE,NONE,1,ENT-17356498,"Lopez, Lowery and Randolph",B,2024-06-25,2023-06-11,10799255,1095733,68205796,72646551,17153920,41301966,35349570,51707439,45534518,110163325,117752968,189186694,134135958,433485977,458281338,25231835,23138629,52097512,33053443,110382790,106445688,117477577,NA,227860367,21761081,NA,3,NA,NA,NA,NA,1,2025-03-18,USD,1,1,0,NA,4,0.6578,944931
CUST-34363328,IOB-34363328,IOB-34363328,"Jimenez, Johnson and Gutierrez",FAC-34363328,FAC-34363328,Brianmouth,US,97442,522110,1,522110,NYSE,LJQF,NA,549300PETWYCUBVBVKJO,549300PETWYCUBVBVKJO,2022-01-18,2023-01-18,2023-01-18,6,12,$11.98M,$7.25M,177145715,187242676,43301458,44358012,0.0628,0.0518,9957241,38972,4,,,NA,NA,$31.77M,1,1,1.0,A,868475461,NA,NA,11,Small Business,0,120,2024-06-10,1,2,0.0747,2,0.0229,NONE,0.0547,1,ENT-34363328,"Jimenez, Johnson and Gutierrez",A,2024-05-08,2023-08-14,7756871,608662,42692796,42891444,24754285,31739224,34748205,32055411,31319338,88548920,94042555,132580268,105860483,326989671,341362139,23211767,25252357,21834231,22349904,67395902,60222485,137311996,NA,204707898,19006533,NA,3,NA,NA,NA,NA,1,2024-09-04,USD,3,1,0,NA,2,0.7604,0
CUST-75467155,IOB-75467155,IOB-75467155,Ayers Group,FAC-75467155,FAC-75467155,Mallorystad,US,70738,522110,1,522110,NYSE,ZDHD,NA,549300EPDICLRKIYDAPF,549300EPDICLRKIYDAPF,2022-09-14,2024-09-13,2024-09-13,6,11,$12.01M,$5.46M,106590697,92271453,23642033,29316298,0.2196,0.094,10928748,247951,1,Obrien-Hobbs,077068377,GUAR-19339139,BBB,$21.52M,0,5,0.7132,CCC,811899107,NA,NA,3,Middle Market,0,0,9999-12-31,1,1,0.0443,5,NA,NONE,0.0243,1,ENT-75467155,Ayers Group,CCC,2024-07-13,2023-09-29,3098846,607385,23034648,21950733,12097704,17406909,16248442,22764817,21951806,52269430,49704907,76288571,57373306,185931307,201925762,11724486,12364598,29858625,8745923,50329034,43225273,43685388,NA,94014422,6368694,SNC-75467155,3,NA,NA,NA,NA,1,2024-09-17,USD,2,1,0,NA,0,NA,0
CUST-13248784,IOB-13248784,IOB-13248784,Carter-Mendoza,FAC-13248784,FAC-13248784,South Victoriahaven,US,73560,541511,1,541511,NASDAQ,SUDO,NA,549300RVSBSVZKWMTAKJ,549300RVSBSVZKWMTAKJ,2024-06-17,2026-06-17,2026-06-17,8,1,$14.14M,$5.83M,169495961,171905562,26196631,30036741,0.25,0.1033,13079047,365152,2,Lee Inc,264425818,GUAR-14105368,BBB,$34.39M,0,5,0.6301,B,451289467,NA,NA,2,Commercial Real Estate,0,0,9999-12-31,1,1,0.0208,5,NA,NONE,NONE,1,ENT-13248784,Carter-Mendoza,B,2024-09-05,2023-10-04,4770268,493319,25703312,27864189,19916633,22482715,22796727,32957398,29283260,75356746,84561994,140316754,127477237,343150737,376487128,14027702,12795806,21873830,23677491,59579023,66057287,103593999,NA,163173022,14476526,SNC-13248784,2,NA,NA,NA,NA,2,2024-09-30,USD,3,1,0,NA,4,0.1274,0
